Protein_IDs,log2FC,AveExpr,t,P,adj.P,B,Majority,Protein,Gene,direction,tier2
Q13838,-0.06562762962174062,24.56434673957668,-0.6254008908907068,0.5341737441260895,0.8478280685735796,-5.822913800003751,Q13838,Spliceosome RNA helicase DDX39B,DDX39B,n.s.,n.s.
O95994,0.31860612040539493,25.914463903361117,0.6242475488018391,0.5349306984219641,0.8480755230038104,-5.823593358680495,O95994,Anterior gradient protein 2 homolog,AGR2,n.s.,n.s.
P31949,-0.1495549403609182,20.895477602321872,-0.6230663482107144,0.5357011427073393,0.8483437849158875,-5.824293517868855,P31949,Protein S100-A11,S100A11,n.s.,n.s.
Q92785,0.06773892976971752,19.968372949697617,0.6200735545206625,0.5376505901327484,0.8490464105081961,-5.826066931980944,Q92785,Zinc finger protein ubi-d4,DPF2,n.s.,n.s.
Q96HC4,-0.16411501756935465,21.485733814960685,-0.6197068967384397,0.5378954938862186,0.8490464105081961,-5.8262776932672455,Q96HC4,PDZ and LIM domain protein 5,PDLIM5,n.s.,n.s.
Q14157,0.13131665137034432,22.17464017421181,0.618812926280894,0.5384802032716849,0.8490464105081961,-5.826803912707122,Q14157,Ubiquitin-associated protein 2-like,UBAP2L,n.s.,n.s.
Q9UH62,0.12009309708405169,20.472807158013694,0.6187035521370733,0.5385517628666445,0.8490464105081961,-5.826868242380681,Q9UH62,Armadillo repeat-containing X-linked protein 3,ARMCX3,n.s.,n.s.
O60613,0.128596366522423,20.209018680111388,0.6150851964428148,0.5409218797536521,0.8518312191209857,-5.828990098884631,O60613,15 kDa selenoprotein,41532.0,n.s.,n.s.
Q8IWE2,-0.0896574794824545,21.382867834124905,-0.6117802237124074,0.5430862854688804,0.854286230542464,-5.830922634827848,Q8IWE2,Protein NOXP20,FAM114A1,n.s.,n.s.
Q9UL46,0.2009716708779976,21.777058438169153,0.6093178157176662,0.5447106899950771,0.8548295085496195,-5.832346800296346,Q9UL46,Proteasome activator complex subunit 2,PSME2,n.s.,n.s.
Q15393,0.051749607355624505,24.058582814911983,0.6090118355032014,0.5449070024165527,0.8548295085496195,-5.832529156150251,Q15393,Splicing factor 3B subunit 3,SF3B3,n.s.,n.s.
P08708;P0CW22,-0.06178736172467936,23.61289530468996,-0.6084921215931963,0.5452491549926701,0.8548295085496195,-5.8328299496346565,P08708;P0CW22,40S ribosomal protein S17;40S ribosomal protein S17-like,RPS17;RPS17L,n.s.,n.s.
O95336,-0.09617667513201766,23.9132026181115,-0.6070964417086445,0.5461735953913007,0.8550019941965507,-5.833631352173371,O95336,6-phosphogluconolactonase,PGLS,n.s.,n.s.
P60983;O60234,0.12944999930486034,20.971198167639507,0.6038745670810663,0.5482989345041291,0.8550019941965507,-5.835486237477778,P60983,Glia maturation factor beta,GMFB,n.s.,n.s.
Q9BUP0,-0.17078686571454682,20.591266229468268,-0.6037242213675891,0.5483982137279789,0.8550019941965507,-5.83557255612148,Q9BUP0,EF-hand domain-containing protein D1,EFHD1,n.s.,n.s.
Q16706,-0.16665708757648545,20.032070357553604,-0.6007006476409833,0.5503967311707414,0.8550019941965507,-5.83730399173355,Q16706,Alpha-mannosidase 2,MAN2A1,n.s.,n.s.
Q96KP4,0.2044297972055631,22.438814783807732,0.6006198161823619,0.5504502094964666,0.8550019941965507,-5.837350161768609,Q96KP4,Cytosolic non-specific dipeptidase,CNDP2,n.s.,n.s.
Q96JQ2,0.09930552898794431,20.056787720444426,0.6006124446658025,0.5504505113248317,0.8550019941965507,-5.837358985994808,Q96JQ2,Calmin,CLMN,n.s.,n.s.
P08133,-0.10726148904706534,26.390234998788376,-0.5997352703860124,0.5510355990321767,0.8550019941965507,-5.837855003880669,P08133,Annexin A6,ANXA6,n.s.,n.s.
O14974,0.1683886245567905,19.45703374047464,0.5986444904149257,0.5517579060781632,0.8550019941965507,-5.838476540243052,O14974,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,n.s.,n.s.
Q8TCT9,0.1045220514169749,21.483759173847,0.5977694394285591,0.5523331536575828,0.8550019941965507,-5.838978925916316,Q8TCT9,Minor histocompatibility antigen H13,HM13,n.s.,n.s.
Q9UQ35,0.09475442108838905,23.076205937402396,0.5977026034288562,0.5523783612461833,0.8550019941965507,-5.83901600188443,Q9UQ35,Serine/arginine repetitive matrix protein 2,SRRM2,n.s.,n.s.
P14314,0.07949296252942517,23.6923577807609,0.5975882126140866,0.5524531825787264,0.8550019941965507,-5.839082021699677,P14314,Glucosidase 2 subunit beta,PRKCSH,n.s.,n.s.
Q10589,0.1359441958252603,21.766495759095363,0.5973275210218822,0.5526306298421362,0.8550019941965507,-5.839225473409897,Q10589,Bone marrow stromal antigen 2,BST2,n.s.,n.s.
Q9UIA9,0.08954915235417005,20.069784417921007,0.5955725363176344,0.5537897503628398,0.8558568869243888,-5.840225938085173,Q9UIA9,Exportin-7,XPO7,n.s.,n.s.
O15355,-0.09885713680903407,26.120253236627015,-0.5867402385811847,0.5596717146515418,0.861953683356666,-5.845187081992084,O15355,Protein phosphatase 1G,PPM1G,n.s.,n.s.
Q08379;A8MZ06,0.11634936627216774,20.795296234086216,0.5863549373282104,0.5599287996291402,0.861953683356666,-5.845402056841455,Q08379,Golgin subfamily A member 2,GOLGA2,n.s.,n.s.
O75874,-0.20678059703984175,21.980919847110105,-0.5858764142750451,0.5602481668735905,0.861953683356666,-5.845668849702138,O75874,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,n.s.,n.s.
P55884,-0.06750185913714546,22.493803497541755,-0.5847999375299645,0.5609621000601858,0.861953683356666,-5.846273069800197,P55884,Eukaryotic translation initiation factor 3 subunit B,EIF3B,n.s.,n.s.
Q14160,-0.11169604446258674,20.711326347658822,-0.5837219774099373,0.5616871634266387,0.861953683356666,-5.846867357258653,Q14160,Protein scribble homolog,SCRIB,n.s.,n.s.
P62899,-0.07144632067962675,23.37515795476966,-0.5825751047732778,0.5624491134680267,0.861953683356666,-5.847508386552741,P62899,60S ribosomal protein L31,RPL31,n.s.,n.s.
O60264;P28370,0.09458584180724472,22.481278653560917,0.5808657924291597,0.5635928932856102,0.861953683356666,-5.848454306727662,O60264,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,SMARCA5,n.s.,n.s.
P20645,0.15033786057195186,21.207122851924574,0.5803941712774667,0.5639134772247802,0.861953683356666,-5.848710037460008,P20645,Cation-dependent mannose-6-phosphate receptor,M6PR,n.s.,n.s.
Q92544,-0.080182354138433,22.63167741276646,-0.5801230221658376,0.5640902734776162,0.861953683356666,-5.84886449437545,Q92544,Transmembrane 9 superfamily member 4,TM9SF4,n.s.,n.s.
P15559,0.20988301915244634,21.998847016940672,0.579701826356261,0.5643772059899651,0.861953683356666,-5.849092096653987,P15559,NAD(P)H dehydrogenase [quinone] 1,NQO1,n.s.,n.s.
Q9Y3I0,-0.0942246833769147,22.486201684971842,-0.5792778893980923,0.5646564622137198,0.861953683356666,-5.8493305802209825,Q9Y3I0,tRNA-splicing ligase RtcB homolog,C22orf28,n.s.,n.s.
Q96JB5,0.0875356984724398,20.91904730493569,0.5785452470920874,0.565147515958857,0.861953683356666,-5.849734085108186,Q96JB5,CDK5 regulatory subunit-associated protein 3,CDK5RAP3,n.s.,n.s.
Q14764,-0.20393290307498546,24.918251991976643,-0.5757153827385215,0.5670509624831426,0.861953683356666,-5.851283186371045,Q14764,Major vault protein,MVP,n.s.,n.s.
Q96G03,-0.0951153224315604,20.8816511303546,-0.5747851051572245,0.5676713737133392,0.861953683356666,-5.851796747002125,Q96G03,Phosphoglucomutase-2,PGM2,n.s.,n.s.
P61163,-0.0803322835717104,21.690657414664706,-0.5746284703180756,0.5677763046329367,0.861953683356666,-5.851882704077303,P61163,Alpha-centractin,ACTR1A,n.s.,n.s.
Q7Z3U7,-0.18656425362839002,17.733746217914675,-0.5742156348096639,0.5680537333306921,0.861953683356666,-5.8521083324849394,Q7Z3U7,Protein MON2 homolog,MON2,n.s.,n.s.
O60493,0.0837222711405623,20.081057328583356,0.574117455446509,0.5681197204264348,0.861953683356666,-5.852161967209083,O60493,Sorting nexin-3,SNX3,n.s.,n.s.
Q16629,0.05259005513551429,24.534469079025943,0.5694784616658679,0.5712419049272565,0.8657597506470021,-5.854685888608435,Q16629,Serine/arginine-rich splicing factor 7,SRSF7,n.s.,n.s.
Q1KMD3,0.10374900849194901,22.901676493208306,0.566904137400028,0.5729827801693778,0.8669124941826307,-5.856073157879506,Q1KMD3,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2,n.s.,n.s.
Q9Y678,0.10447854601910933,24.576491317822928,0.5661075606246391,0.573520529467662,0.8669124941826307,-5.856502595033222,Q9Y678,Coatomer subunit gamma-1,COPG1,n.s.,n.s.
P02786,0.2032826554496907,21.663000637106972,0.5649674214144209,0.574290636202855,0.8669124941826307,-5.857116209470815,P02786,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,n.s.,n.s.
P36956,0.13230166013351763,21.088256739437007,0.5647166508344269,0.5744600865065626,0.8669124941826307,-5.857251008303336,P36956,Sterol regulatory element-binding protein 1;Processed sterol regulatory element-binding protein 1,SREBF1,n.s.,n.s.
P18031,-0.22980230290002623,20.934566128044754,-0.5595896091278719,0.577929835771601,0.8711837573497528,-5.859994022466676,P18031,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,n.s.,n.s.
Q99497,-0.15866884077508558,22.626601638207607,-0.5580033557180312,0.579005386322187,0.8711837573497528,-5.860837673316707,Q99497,Protein DJ-1,PARK7,n.s.,n.s.
P49792;A6NKT7;Q7Z3J3;Q68DN6;O14715;Q99666,-0.06909640790251714,20.76661999281222,-0.5567329538331695,0.5798628990235162,0.8711837573497528,-5.86151610486068,P49792;A6NKT7;Q7Z3J3;Q68DN6,E3 SUMO-protein ligase RanBP2;Putative peptidyl-prolyl cis-trans isomerase;RanBP2-like and GRIP domain-containing protein 3;RanBP2-like and GRIP domain-containing protein 4;RANBP2-like and GRIP domain-containing protein 2,RANBP2;RGPD3;RGPD4;RGPD2,n.s.,n.s.
P14384,-0.07457087308274524,22.904938345626906,-0.5552076429031809,0.5808987922887654,0.8711837573497528,-5.86232326739455,P14384,Carboxypeptidase M,CPM,n.s.,n.s.
Q92973,-0.06396912984835978,22.638991717044487,-0.5551608661463074,0.5809305741029533,0.8711837573497528,-5.862347986070398,Q92973,Transportin-1,TNPO1,n.s.,n.s.
O15042,0.08338976102480444,20.00976682190694,0.5550660779050882,0.5809949792105722,0.8711837573497528,-5.862398069586326,O15042,U2 snRNP-associated SURP motif-containing protein,U2SURP,n.s.,n.s.
Q8N335,-0.09697389387021005,21.087444113243656,-0.5535101608526122,0.5820530373139942,0.8718437745754202,-5.863218593947903,Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein,GPD1L,n.s.,n.s.
Q15008,-0.05642198135810972,21.478487014680546,-0.5517177148304564,0.5832722653218185,0.871949223699351,-5.864161827721914,Q15008,26S proteasome non-ATPase regulatory subunit 6,PSMD6,n.s.,n.s.
P21964,0.17398546287308037,20.2830702921555,0.5515210313267219,0.5834106881722094,0.871949223699351,-5.864260695865942,P21964,Catechol O-methyltransferase,COMT,n.s.,n.s.
P09211,0.2658373757361261,22.330640497217445,0.5489779710152044,0.585143286255833,0.871949223699351,-5.865592769296745,P09211,Glutathione S-transferase P,GSTP1,n.s.,n.s.
P62873;P16520,-0.07058463728952802,23.93762812972164,-0.5478948935152851,0.5858777431368818,0.871949223699351,-5.86616231879988,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,n.s.,n.s.
P58107,0.25523517100517523,23.758931705909554,0.5468385955589158,0.5866027497321702,0.871949223699351,-5.866708674144547,P58107,Epiplakin,EPPK1,n.s.,n.s.
P35555;P35556,0.2886791668849398,25.36008826555692,0.5456476030221676,0.5874159841033247,0.871949223699351,-5.86732803218786,P35555,Fibrillin-1,FBN1,n.s.,n.s.
O00487,-0.07898135585366717,21.33654422168789,-0.5447298494992554,0.5880385527962932,0.871949223699351,-5.867808705202602,O00487,26S proteasome non-ATPase regulatory subunit 14,PSMD14,n.s.,n.s.
Q13724,0.11393669923691974,21.724521017170286,0.5431837353500949,0.5891000615393125,0.871949223699351,-5.868605090149389,Q13724,Mannosyl-oligosaccharide glucosidase,MOGS,n.s.,n.s.
Q06830,0.10743187656083819,26.033008707340553,0.5420595483749604,0.5898692130869969,0.871949223699351,-5.86918587300312,Q06830,Peroxiredoxin-1,PRDX1,n.s.,n.s.
P49916,0.11916981994322029,19.977420502171153,0.5416970267091061,0.5901173460964678,0.871949223699351,-5.869372906870388,P49916,DNA ligase 3,LIG3,n.s.,n.s.
O60762,-0.13359957534646583,20.97731788815323,-0.5414878147247343,0.5902605666056902,0.871949223699351,-5.869480788161749,O60762,Dolichol-phosphate mannosyltransferase,DPM1,n.s.,n.s.
P60981,-0.12830451568527934,22.95834094560775,-0.540536448720263,0.5909120515083066,0.871949223699351,-5.869970845192988,P60981,Destrin,DSTN,n.s.,n.s.
Q12792,-0.09661114920615432,21.99746580862795,-0.5395602261524765,0.5915768710276015,0.871949223699351,-5.870476717482475,Q12792,Twinfilin-1,TWF1,n.s.,n.s.
P42766,0.104662820512754,21.650734946174374,0.5386294832180684,0.5922189413538229,0.871949223699351,-5.870950572769326,P42766,60S ribosomal protein L35,RPL35,n.s.,n.s.
P41091;Q2VIR3,0.06095731221431677,23.138161742229787,0.5366900458015575,0.5935450979948207,0.871949223699351,-5.871947686409562,P41091;Q2VIR3,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,EIF2S3;EIF2S3L,n.s.,n.s.
Q96HY6,-0.1115464061732716,21.31869099036906,-0.5359604480193283,0.5940503784092223,0.871949223699351,-5.872316070300658,Q96HY6,DDRGK domain-containing protein 1,DDRGK1,n.s.,n.s.
O75533,0.04960157530956266,23.772190201776983,0.5326599716343718,0.5963144231504949,0.871949223699351,-5.873999501208544,O75533,Splicing factor 3B subunit 1,SF3B1,n.s.,n.s.
B7ZAQ6;P0CG08;A6NKF9,-0.08735237761460013,20.552383141987754,-0.5324078170637078,0.5964882589105426,0.871949223699351,-5.874127022434215,B7ZAQ6;P0CG08;A6NKF9,Golgi pH regulator A;Golgi pH regulator B;Putative Golgi pH regulator C,GPR89A;GPR89B;GPR89C,n.s.,n.s.
P46783;Q9NQ39,0.08033545564777711,22.427973484627422,0.5322628910752191,0.5965876095117768,0.871949223699351,-5.874200836908071,P46783;Q9NQ39,40S ribosomal protein S10;Putative 40S ribosomal protein S10-like,RPS10;RPS10P5,n.s.,n.s.
Q14103,-0.06208158876706804,24.868453971156733,-0.5312772816685711,0.5972659487815309,0.871949223699351,-5.874699938077197,Q14103,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,n.s.,n.s.
Q15102,0.1439746368847601,20.42843820250902,0.5310289863298883,0.5974412212451439,0.871949223699351,-5.874821383080266,Q15102,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,n.s.,n.s.
P14867,-0.06681328866338276,23.45588315058533,-0.5303860722680455,0.5978796275393214,0.871949223699351,-5.875150447984808,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,n.s.,n.s.
Q9Y5X3,-0.09235175332605294,20.334947558011987,-0.5298928658660375,0.598221968521377,0.871949223699351,-5.875396959542333,Q9Y5X3,Sorting nexin-5,SNX5,n.s.,n.s.
Q8WXF1,0.10202770062887367,22.490546268971805,0.529288644621318,0.5986400215381511,0.871949223699351,-5.875700051338557,Q8WXF1,Paraspeckle component 1,PSPC1,n.s.,n.s.
Q92896,0.15002657121541318,22.73401859009821,0.528935656146301,0.5988833072596471,0.871949223699351,-5.875877920846868,Q92896,Golgi apparatus protein 1,GLG1,n.s.,n.s.
O94874,0.10971216773740977,22.185927224138673,0.5288221674004734,0.5989615354248131,0.871949223699351,-5.875935082430663,O94874,E3 UFM1-protein ligase 1,UFL1,n.s.,n.s.
Q13228,0.18840738798102308,22.49381393398572,0.5284865176471459,0.599192927718336,0.871949223699351,-5.876104070183508,Q13228,Selenium-binding protein 1,SELENBP1,n.s.,n.s.
Q9H7Z7,-0.08093004815131977,19.98738575411514,-0.5279613446755266,0.5995507588645379,0.871949223699351,-5.876372368354144,Q9H7Z7,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,PTGES2,n.s.,n.s.
Q13283,-0.09321525553205134,22.75328726160549,-0.5272518704257928,0.6000444338852373,0.871949223699351,-5.876724757526032,Q13283,Ras GTPase-activating protein-binding protein 1,G3BP1,n.s.,n.s.
Q92841,-0.05705404896227151,24.287367490680772,-0.5247725983079503,0.6017517529583497,0.8735305796545592,-5.877970872617026,Q92841,Probable ATP-dependent RNA helicase DDX17,DDX17,n.s.,n.s.
Q9UBC2,-0.12004982482983806,19.87165768847976,-0.5228383434776172,0.6030929200053714,0.8744303055872893,-5.878931794944527,Q9UBC2,Epidermal growth factor receptor substrate 15-like 1,EPS15L1,n.s.,n.s.
P50914,-0.046041384591724466,24.07329745847806,-0.5220831745380847,0.6036109976201416,0.8744303055872893,-5.879311616355114,P50914,60S ribosomal protein L14,RPL14,n.s.,n.s.
P62753,0.04518930085140127,23.78963978007279,0.5169865280638501,0.6071416448033635,0.8780548819076756,-5.881833709159088,P62753,40S ribosomal protein S6,RPS6,n.s.,n.s.
Q12797,-0.19339865149019175,22.436555094531304,-0.5166812827804317,0.6073575937221058,0.8780548819076756,-5.881980021971667,Q12797,Aspartyl/asparaginyl beta-hydroxylase,ASPH,n.s.,n.s.
O00232,-0.048575932177801207,22.5876003458087,-0.5129561517408878,0.6099403273330518,0.8803463035186202,-5.883810806319927,O00232,26S proteasome non-ATPase regulatory subunit 12,PSMD12,n.s.,n.s.
Q01081;P11274;Q8WU68,0.0733262422452654,24.330847876036692,0.5121245658117233,0.6105226603755338,0.8803463035186202,-5.884212929584003,Q01081,Splicing factor U2AF 35 kDa subunit,U2AF1,n.s.,n.s.
Q7L576;Q96F07,0.06430767403684001,21.558309150908585,0.5116992209712687,0.6108143381606869,0.8803463035186202,-5.884424257663728,Q7L576;Q96F07,Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2,CYFIP1;CYFIP2,n.s.,n.s.
Q8N357,0.11609900765492398,19.833228252169572,0.510426351753397,0.6117041472713323,0.8803551884058923,-5.8850400870611335,Q8N357,Transmembrane protein C2orf18,C2orf18,n.s.,n.s.
Q92616,0.09204456038566633,22.86760459707235,0.5094956937448213,0.6123520679432024,0.8803551884058923,-5.885492232969105,Q92616,Translational activator GCN1,GCN1L1,n.s.,n.s.
Q08211,-0.051245580757591114,25.764730687353953,-0.5090012948357391,0.6126922714490335,0.8803551884058923,-5.8857359602423,Q08211,ATP-dependent RNA helicase A,DHX9,n.s.,n.s.
P62917,-0.048607108828264245,24.51838593416924,-0.5066644092972259,0.6143210096086018,0.8806199532124465,-5.886866577371116,P62917,60S ribosomal protein L8,RPL8,n.s.,n.s.
O15372,-0.06203599347775324,20.79036469384968,-0.5039861265989016,0.6161900942925846,0.8806199532124465,-5.888156028603802,O15372,Eukaryotic translation initiation factor 3 subunit H,EIF3H,n.s.,n.s.
P13010,0.05979307569757353,25.336258230155305,0.502898906949122,0.6169495591118823,0.8806199532124465,-5.888677535147583,P13010,X-ray repair cross-complementing protein 5,XRCC5,n.s.,n.s.
P48556,-0.049212406217087334,21.387320901138594,-0.5028261482059837,0.6170003989246329,0.8806199532124465,-5.888712395492299,P48556,26S proteasome non-ATPase regulatory subunit 8,PSMD8,n.s.,n.s.
P31939,-0.12318577683059928,23.748098204858064,-0.5011702672642901,0.6181619955392401,0.8806199532124465,-5.889500649805916,P31939,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,n.s.,n.s.
P62273,0.06861884692981945,20.992272762669245,0.5006274273926004,0.6185376320253705,0.8806199532124465,-5.889763494532462,P62273,40S ribosomal protein S29,RPS29,n.s.,n.s.
P61106,-0.07136928861588387,24.369785511471346,-0.5001026255844918,0.6189088394496711,0.8806199532124465,-5.890009950709933,P61106,Ras-related protein Rab-14,RAB14,n.s.,n.s.
P16070,-0.18810291501436183,21.881144002622126,-0.4998288268728897,0.619100434092178,0.8806199532124465,-5.890140388502022,P16070,CD44 antigen,CD44,n.s.,n.s.
Q5JWF2;P63092,0.09932847427944935,20.70477549219666,0.4995124985256663,0.6193218225384751,0.8806199532124465,-5.890290999302008,Q5JWF2;P63092,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,GNAS,n.s.,n.s.
Q92542,-0.10058192685915657,20.920967274207594,-0.49926104886753186,0.6194978296748509,0.8806199532124465,-5.890410652550424,Q92542,Nicastrin,NCSTN,n.s.,n.s.
